LAMMPS data file for two C320 fullerenes with bonds

120 atoms
180 bonds
1 atom types
1 bond types

-15.260 27.243 xlo xhi
-13.390 13.405 ylo yhi
-13.459 13.438 zlo zhi

Atoms

1 1 1 0.0 2.166500 0.590600 2.587400
2 1 1 0.0 3.037800 0.176600 1.591800
3 1 1 0.0 1.278600 -0.309800 3.167900
4 1 1 0.0 3.011800 -1.143400 1.165400
5 1 1 0.0 3.103400 -1.433500 -0.193000
6 1 1 0.0 3.150300 1.210600 0.668200
7 1 1 0.0 3.242800 0.914900 -0.685900
8 1 1 0.0 3.219200 -0.402300 -1.120700
9 1 1 0.0 -0.439300 1.352700 3.127100
10 1 1 0.0 0.436300 2.261800 2.554200
11 1 1 0.0 -0.029600 0.063300 3.437900
12 1 1 0.0 1.744200 1.879000 2.283000
13 1 1 0.0 2.351900 2.267600 1.099000
14 1 1 0.0 -0.263300 3.026800 1.632600
15 1 1 0.0 0.337400 3.405400 0.437300
16 1 1 0.0 1.651600 3.027800 0.170700
17 1 1 0.0 -2.090300 -0.822500 2.595500
18 1 1 0.0 -2.511100 0.466400 2.285400
19 1 1 0.0 -0.844900 -1.025200 3.173800
20 1 1 0.0 -1.687400 1.553300 2.551200
21 1 1 0.0 -1.584300 2.585800 1.631900
22 1 1 0.0 -3.231400 0.406100 1.100700
23 1 1 0.0 -3.122700 1.441000 0.174600
24 1 1 0.0 -2.294700 2.529100 0.439900
25 1 1 0.0 -0.490800 -2.913300 1.736500
26 1 1 0.0 -1.743000 -2.712400 1.163700
27 1 1 0.0 -0.039300 -2.068400 2.745300
28 1 1 0.0 -2.548600 -1.665000 1.594200
29 1 1 0.0 -3.260200 -0.914100 0.670100
30 1 1 0.0 -1.654300 -3.006100 -0.189700
31 1 1 0.0 -2.354200 -2.243900 -1.117000
32 1 1 0.0 -3.164300 -1.194900 -0.687800
33 1 1 0.0 2.136400 -2.055300 1.735800
34 1 1 0.0 1.689500 -2.900900 0.729300
35 1 1 0.0 1.278500 -1.636600 2.743500
36 1 1 0.0 0.367800 -3.332700 0.730200
37 1 1 0.0 -0.344000 -3.390400 -0.459400
38 1 1 0.0 2.288900 -2.525000 -0.464000
39 1 1 0.0 1.579000 -2.571800 -1.658000
40 1 1 0.0 0.256000 -3.005400 -1.653100
41 1 1 0.0 -2.182800 -0.578300 -2.597900
42 1 1 0.0 -1.748000 -1.869400 -2.308300
43 1 1 0.0 -0.438500 -2.246900 -2.584500
44 1 1 0.0 -1.281500 0.318900 -3.167100
45 1 1 0.0 -2.152600 2.054500 -1.737800
46 1 1 0.0 -3.048500 1.153500 -1.181100
47 1 1 0.0 -3.065600 -0.162900 -1.610700
48 1 1 0.0 -1.266100 1.640700 -2.727100
49 1 1 0.0 0.503900 2.936100 -1.741800
50 1 1 0.0 -0.378800 3.356100 -0.751300
51 1 1 0.0 -1.694300 2.918600 -0.749100
52 1 1 0.0 0.052100 2.073000 -2.735500
53 1 1 0.0 2.097600 0.834000 -2.605100
54 1 1 0.0 2.551700 1.692300 -1.610700
55 1 1 0.0 1.758900 2.745200 -1.182400
56 1 1 0.0 0.842000 1.020600 -3.178600
57 1 1 0.0 0.446100 -1.349500 -3.166100
58 1 1 0.0 1.698300 -1.548500 -2.590800
59 1 1 0.0 2.518400 -0.462300 -2.317100
60 1 1 0.0 0.021800 -0.064500 -3.458500
61 2 1 0.0 14.166500 0.590600 2.587400
62 2 1 0.0 15.037800 0.176600 1.591800
63 2 1 0.0 13.278600 -0.309800 3.167900
64 2 1 0.0 15.011800 -1.143400 1.165400
65 2 1 0.0 15.103400 -1.433500 -0.193000
66 2 1 0.0 15.150300 1.210600 0.668200
67 2 1 0.0 15.242800 0.914900 -0.685900
68 2 1 0.0 15.219200 -0.402300 -1.120700
69 2 1 0.0 11.560700 1.352700 3.127100
70 2 1 0.0 12.436300 2.261800 2.554200
71 2 1 0.0 11.970400 0.063300 3.437900
72 2 1 0.0 13.744200 1.879000 2.283000
73 2 1 0.0 14.351900 2.267600 1.099000
74 2 1 0.0 11.736700 3.026800 1.632600
75 2 1 0.0 12.337400 3.405400 0.437300
76 2 1 0.0 13.651600 3.027800 0.170700
77 2 1 0.0 9.909700 -0.822500 2.595500
78 2 1 0.0 9.488900 0.466400 2.285400
79 2 1 0.0 11.155100 -1.025200 3.173800
80 2 1 0.0 10.312600 1.553300 2.551200
81 2 1 0.0 10.415700 2.585800 1.631900
82 2 1 0.0 8.768600 0.406100 1.100700
83 2 1 0.0 8.877300 1.441000 0.174600
84 2 1 0.0 9.705300 2.529100 0.439900
85 2 1 0.0 11.509200 -2.913300 1.736500
86 2 1 0.0 10.257000 -2.712400 1.163700
87 2 1 0.0 11.960700 -2.068400 2.745300
88 2 1 0.0 9.451400 -1.665000 1.594200
89 2 1 0.0 8.739800 -0.914100 0.670100
90 2 1 0.0 10.345700 -3.006100 -0.189700
91 2 1 0.0 9.645800 -2.243900 -1.117000
92 2 1 0.0 8.835700 -1.194900 -0.687800
93 2 1 0.0 14.136400 -2.055300 1.735800
94 2 1 0.0 13.689500 -2.900900 0.729300
95 2 1 0.0 13.278500 -1.636600 2.743500
96 2 1 0.0 12.367800 -3.332700 0.730200
97 2 1 0.0 11.656000 -3.390400 -0.459400
98 2 1 0.0 14.288900 -2.525000 -0.464000
99 2 1 0.0 13.579000 -2.571800 -1.658000
100 2 1 0.0 12.256000 -3.005400 -1.653100
101 2 1 0.0 9.817200 -0.578300 -2.597900
102 2 1 0.0 10.252000 -1.869400 -2.308300
103 2 1 0.0 11.561500 -2.246900 -2.584500
104 2 1 0.0 10.718500 0.318900 -3.167100
105 2 1 0.0 9.847400 2.054500 -1.737800
106 2 1 0.0 8.951500 1.153500 -1.181100
107 2 1 0.0 8.934400 -0.162900 -1.610700
